sample_id,sr_method,sr_filename,sr_path,gt_path,lr_path,set_type,resnet_pca_000,resnet_pca_001,resnet_pca_002,resnet_pca_003,resnet_pca_004,resnet_pca_005,resnet_pca_006,resnet_pca_007,resnet_pca_008,resnet_pca_009,resnet_pca_010,resnet_pca_011,resnet_pca_012,resnet_pca_013,resnet_pca_014,resnet_pca_015,resnet_pca_016,resnet_pca_017,resnet_pca_018,resnet_pca_019,resnet_pca_020,resnet_pca_021,resnet_pca_022,resnet_pca_023,resnet_pca_024,resnet_pca_025,resnet_pca_026,resnet_pca_027,resnet_pca_028,resnet_pca_029,resnet_pca_030,resnet_pca_031,resnet_pca_032,resnet_pca_033,resnet_pca_034,resnet_pca_035,resnet_pca_036,resnet_pca_037,resnet_pca_038,resnet_pca_039,resnet_pca_040,resnet_pca_041,resnet_pca_042,resnet_pca_043,resnet_pca_044,resnet_pca_045,resnet_pca_046,resnet_pca_047,resnet_pca_048,resnet_pca_049,resnet_pca_050,resnet_pca_051,resnet_pca_052,resnet_pca_053,resnet_pca_054,resnet_pca_055,resnet_pca_056,resnet_pca_057,resnet_pca_058,resnet_pca_059,resnet_pca_060,resnet_pca_061,resnet_pca_062,resnet_pca_063,resnet_pca_064,resnet_pca_065,resnet_pca_066,resnet_pca_067,resnet_pca_068,resnet_pca_069,resnet_pca_070,resnet_pca_071,resnet_pca_072,resnet_pca_073,resnet_pca_074
PASD:ava_images___321917,PASD,ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___321917.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___321917.png,train,2.2897491,-1.2642932,-1.9733005,0.05007428,3.2703536,-1.8219762,0.3068321,1.8981347,2.5699496,-0.30462992,0.5867237,0.09221566,-0.28299296,0.25446218,0.1327335,1.4772485,1.3737832,-0.12762353,1.8774633,0.079395026,-1.0817306,-0.40313363,-0.15770829,-1.1046139,-1.3774848,-1.1271825,6.1968265,-1.3186915,0.1607014,0.51401687,-0.073377,-0.23976931,-0.1548338,-0.44210857,0.303527,0.36716622,-0.08432573,-0.013163786,0.1425115,-0.0024571866,-0.03284058,0.06153032,0.18990669,-0.08875273,0.056542486,-0.110071376,0.011496358,0.007856935,-0.30468947,-0.06891853,-0.073556006,0.14588496,0.10770824,-0.19465882,0.14844048,-0.02049017,0.13033459,-0.16486506,-0.1074885,-0.23851074,0.19033617,0.079618946,0.044842027,-0.054609697,-0.122450024,-0.040800914,0.06914376,-0.3896557,-0.5138461,0.070103616,0.24531344,0.15199298,-0.015938362,0.61287665,-0.5371182
PASD:ava_images___360165,PASD,ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___360165.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___360165.png,train,0.75540906,-1.8232962,0.5047626,0.8694133,-0.18749799,-2.5538554,0.08077064,-0.30955583,-0.74965507,0.15630083,-0.15846825,-0.6284411,-0.52875286,0.043505482,-0.37477064,-0.10698026,-0.3973896,0.3252225,0.18040513,0.47972518,-1.2319082,-0.38943014,-0.21679258,0.19074823,-0.28814465,0.97943115,0.13053459,0.91967714,5.0793,-2.6313264,0.0022358745,-0.16632769,0.05564676,-0.12149596,-0.07774775,-0.25400308,0.056300104,0.01674604,0.07493436,0.14167465,-0.051457405,0.15234067,0.16206527,0.07061286,0.069369346,0.12630403,-0.09270789,-0.13173355,-0.0051298663,0.013826724,0.14682834,0.068954796,0.0015490949,0.04708836,-0.06766242,0.09443894,-0.00937289,-0.08547971,0.09536758,-0.078357205,-0.07251173,-0.018601894,0.04037421,-0.08000579,0.12517455,-0.12780264,0.08721845,-0.052271307,-0.24708587,0.01996341,0.2165707,-0.25176015,-0.07746935,0.38406694,-0.02723921
PASD:ava_images___426629,PASD,ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___426629.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___426629.png,test,3.5384803,2.0153613,-2.1147263,-1.4027698,-0.16884328,1.7293775,-1.8794023,1.4691606,-0.9884821,0.3075235,0.10325256,0.6072598,-0.7325875,-0.09419435,-0.24751976,0.50199634,-0.8348538,-0.010618687,-0.010457931,0.9480352,-0.47449124,1.3851776,0.49180743,-1.1839573,-0.3326779,0.3808459,0.5519147,-0.46193504,-0.18903309,0.08564764,-0.068525404,0.18113574,-0.49097747,-0.60091233,0.94320744,0.25049782,0.17205578,-0.49003738,-0.59906304,0.02617468,-0.0324305,0.23072676,0.061343335,0.29224014,0.9948413,0.78433365,1.3000458,-0.2124315,0.47383225,0.13625413,0.23503196,0.5966156,-0.16587575,-0.28974587,-0.51291335,-0.49408093,-0.13266009,-0.3065636,-0.24780677,0.15275855,-0.32382533,-0.04661779,0.05065135,-0.31117398,-0.1620942,0.20876616,-0.36591166,-0.011775017,0.60508245,0.2510344,0.03200829,0.25497553,-0.61312604,-0.42473853,0.50894725
PASD:ava_images___436880,PASD,ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___436880.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___436880.png,train,-2.887035,3.4630656,-1.6254191,0.33066,-0.59045273,-1.8093784,-0.8967576,-0.80330503,-0.16968966,-5.982134,-2.0684094,6.82039,3.0691817,-2.4595492,-1.1400301,-0.04309126,-0.9507864,0.44491875,2.7709267,0.7345265,2.0765479,-0.06576321,0.6006761,2.1159039,-1.2225573,-0.7859913,-0.24322253,0.4337312,0.13658679,-0.046200603,-0.3014148,-0.23885354,-0.6269371,-0.6810944,0.14484389,0.08392754,0.21617877,-1.5127686,1.522952,-0.30155474,-0.9180645,-0.19187567,0.50184786,-0.3300898,0.29196957,0.24955893,0.26144612,1.1149225,-1.3757372,-0.6038017,0.60075057,-2.0889404,1.44544,-0.33444265,0.77982056,0.16799913,-0.5337656,-0.15263742,0.4115506,0.44184488,0.072405025,-0.1476198,0.25530007,-0.38284928,-0.09225789,0.3585932,-0.05907248,0.044926405,0.03200209,0.026603233,-0.08691442,-0.1624292,0.087522015,-0.11617565,0.027665302
PASD:ava_images___46021,PASD,ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___46021.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___46021.png,train,-0.7600987,-2.1241493,0.5913119,-1.0671434,2.0642323,-0.94973505,3.314505,3.3001323,3.294322,3.5155358,1.5006464,-0.9345149,5.7237234,-1.645404,-0.72782266,-4.1237826,-2.6290193,0.18444413,0.45447007,-0.34951788,1.1673126,-0.9928587,1.4028773,-1.6642379,-0.5480643,0.39966333,-0.5690111,0.65515816,-0.076468825,0.082525015,0.046017632,-0.601004,0.25239882,-0.7085391,-0.06392759,-0.6115935,-0.1204,0.37071848,-0.21353638,0.2517438,0.4100564,0.09581752,0.97996116,-0.48644215,0.45097476,0.0067827106,0.16671234,0.8281444,0.31562942,0.21962813,0.30091798,-0.012075126,0.18947373,-0.054298997,0.11811082,-0.026954591,-0.13258074,-0.05216813,-0.1790395,-0.14885725,0.17607075,0.28666756,0.07791664,0.16543396,0.11775413,-0.1601567,-0.0035805255,-0.7019132,-0.39453244,-0.18789577,0.634668,1.8791229,0.80744225,-1.0040175,0.042745396
PASD:ava_images___472713,PASD,ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___472713.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___472713.png,test,-1.4296895,-1.8318152,1.4522843,0.08895129,-0.9282246,-0.4557712,0.56002694,1.893657,0.31489342,-0.7528377,-0.9885706,-0.44621253,-0.51559114,-0.32054052,0.21935359,-0.36706036,0.63376033,-0.6834842,0.05282423,-1.3029145,-0.15654334,0.6102706,-0.7727438,1.0764881,1.676547,0.32278904,-0.829502,0.12332757,0.2817666,0.08695948,-0.16886242,-0.6469095,-0.47833914,0.3414924,-0.028572947,0.61583126,-0.43532786,-0.0720254,0.011696383,-0.76771134,1.1337726,-0.026419088,-0.4568062,-0.5276361,0.26414734,0.14048895,-0.40902132,-0.18215775,-0.4573995,-0.22022194,-0.04933703,0.011524841,-0.28627032,0.17817515,-0.4101282,-0.0293338,0.6224491,-0.34598556,0.44092187,0.5188333,-0.58298016,0.87719685,0.5020664,0.01603711,-0.23690316,0.99572396,0.6883135,0.32353312,0.22049206,0.044256147,1.1531916,0.091032304,-0.2184576,0.44084042,-0.29313612
PASD:ava_images___501777,PASD,ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___501777.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___501777.png,test,-2.7779317,1.0839739,0.5486353,-1.7389066,-0.2846621,0.58206487,-0.17095931,-0.19544943,0.078603804,1.3415803,-1.637821,-0.50755465,2.3534443,0.105368346,-0.09788144,-1.3316962,0.52225673,0.2910806,-0.355644,1.6667933,-1.1106048,1.1013604,-1.5825379,-0.016029552,0.857975,0.6591904,0.08292542,-0.37108934,-1.2236171,-0.2954734,-0.1633016,0.7562635,2.436904,-0.14956707,0.98400205,-0.1426646,1.3450078,0.4810634,0.3236159,-0.19114915,0.9974808,0.79963297,1.84248,-0.7103275,-0.009212643,0.4534989,0.084410086,-0.5969715,-0.29101044,-0.4042326,0.7088792,0.53510994,0.6700153,-0.30190504,-1.0128442,-0.16829231,-0.2267326,0.08327776,-0.8096894,0.33017385,-0.8048668,-0.6399814,-0.043949522,-1.5698277,-0.89977694,1.232323,-0.11900743,-0.08331272,0.01723826,0.58932495,-0.47363204,0.29798737,-0.7586903,1.0219985,0.82320786
PASD:ava_images___564572,PASD,ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___564572.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___564572.png,train,1.2915351,-3.237988,-0.4467574,0.49721032,1.2629056,-2.0940056,1.2827871,1.1955693,1.3684235,-0.90904415,-0.6716926,0.22284037,-0.40836293,-1.0768204,-1.6488262,2.4273725,-0.48741448,1.0199524,-1.3179994,-0.66978204,-2.280633,0.6893014,-2.8458257,-2.3042552,-3.5458562,-2.9462762,-2.5771036,-1.5016134,-0.53086275,-0.5431944,0.0672951,0.04721889,-0.19430935,-0.16892216,0.03514354,-0.12434049,0.07090348,-0.014305387,0.0031511188,0.046419352,-0.05433005,-0.1503449,0.09786514,-0.13741633,0.19151327,-0.21523425,-0.14026771,-0.2948107,0.1579352,0.07151876,0.13625574,0.2663226,0.115652636,0.024430413,0.11447956,0.09599012,-0.19263929,0.3497523,0.027250499,0.0666094,0.34308928,-0.08631642,-0.0016648099,-0.05066037,0.42352185,-0.107128456,-0.55503523,-0.78537565,-0.063131064,-0.21992245,-0.80519193,-0.26316506,0.33604807,0.044955537,0.4272195
PASD:ava_images___588008,PASD,ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___588008.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___588008.png,train,9.951123,2.5136566,7.6117315,5.346303,-1.0767834,3.5878289,0.55924493,0.78812385,-0.70412755,-0.4689346,-0.11710283,1.4821818,1.921035,1.2174113,-0.27603573,0.08746684,1.086254,1.314181,-0.60352045,-0.63007414,0.67904794,-4.4353175,-2.534024,0.52487296,1.7564845,-0.7581259,0.20094728,0.31730884,-0.3829804,0.102252185,0.12208371,-0.11207485,0.08675798,-0.21047536,0.093062535,-0.03200364,-0.18529673,-0.12898217,-0.04146266,0.0059984177,0.036463797,0.04901932,-0.045290917,0.08402993,0.11206181,0.20910996,0.0239617,-0.09655379,0.12845324,0.070899546,-0.129459,-0.041851,0.10309675,-0.032010645,-0.15531862,-0.42171213,0.32558674,-0.452403,0.4258444,-0.34168935,-0.7708914,-0.13300179,0.5258255,-0.16311057,0.27040392,-0.010691687,-0.17110659,-0.15024585,-0.008588135,0.11594823,-0.34110302,-0.09231087,0.17642418,0.11111881,-0.19111127
PASD:ava_images___645845,PASD,ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___645845.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___645845.png,test,1.6937585,-0.23620701,-0.52266693,1.1921198,-0.5682843,-1.3026106,-1.1436322,0.30081943,-0.51748806,0.58598346,0.1893082,0.07556003,-0.25491488,0.047564734,-0.35868704,0.50307643,-0.049919426,0.06572679,-0.7311348,0.13587125,-0.7235416,0.16628233,-0.09525558,-0.10465434,-0.18681705,0.9256213,1.3515544,-0.37279797,0.51350445,0.06703311,0.093781136,0.41612875,-0.2134256,-1.0376935,0.5044115,0.4909743,-0.53662646,0.19667342,0.24571311,-0.45592827,-0.19603273,-0.13545947,0.4688212,-0.41457832,-0.41181505,-0.43768272,0.55819255,0.040146157,-0.041289583,-0.16585621,0.28197843,0.018624157,0.2586156,0.40833265,0.46904257,0.3690002,-0.33256477,-0.38645637,-0.48666495,0.29706424,0.1581423,0.27647048,0.5320693,0.071499944,0.21819247,-0.31581923,0.16126888,-0.23065352,-0.29775345,0.21110913,0.07389605,0.9339274,-0.47185376,1.3037522,-0.44999647
PASD:ava_images___699615,PASD,ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___699615.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___699615.png,train,0.17751306,-3.8832378,-0.20275304,0.84025776,2.3993719,-1.2725873,1.3826121,4.1541057,4.504824,-0.99406856,-0.39721584,-0.69069123,-1.1657858,-0.41491625,-0.2581423,2.4232016,2.0777745,-0.5453688,2.9485955,-2.370504,0.9293444,2.2426481,-1.8254683,2.026272,3.471046,1.2454267,-1.837157,0.48157483,-0.6755411,-0.46352237,0.099205956,-0.04818131,-0.3838689,-0.26511672,-0.24996112,-0.1308982,-0.07659885,-0.08345714,-0.44010568,-0.05452992,-0.01819387,-0.2051613,0.17348105,0.19580929,-0.03338421,0.13057473,-0.35554928,-0.16321445,-0.04030122,0.4548208,0.357247,0.17090939,-0.18142782,0.4115605,0.061313123,0.6337367,0.70829684,-0.5182585,0.87294364,0.10795243,1.0215232,-0.38900506,-0.023952879,-0.23242596,0.40297133,0.47994772,0.005157456,-0.038479507,-0.17648816,0.07361595,-0.25848675,-0.03425782,-0.14327015,-0.030060217,0.02153109
PASD:ava_images___710191,PASD,ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___710191.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___710191.png,train,-2.1377773,-1.1372641,1.5728822,-2.6297011,-0.2960731,1.938329,-1.9538676,-1.1658916,-2.2126398,-0.8687307,-1.794985,-4.9570737,3.7345583,-3.579298,0.81011164,4.4947214,1.8136352,2.2166142,-0.5871263,0.5215749,0.8194816,-0.6844173,1.1485033,-0.004845783,-0.32234174,0.23782107,0.12209152,-0.058950067,0.5267313,-0.02905488,-0.15927581,-1.3911874,-0.29764354,-0.48783517,-1.8280628,0.65678793,-0.09386115,-0.20382982,0.10700154,-0.84447616,-0.2258463,0.40953976,-0.5589361,0.41251743,0.1579789,-1.0445669,0.7255318,0.031477258,0.43737054,-0.11484284,-0.411052,0.73667955,-0.9055279,-0.5354921,2.274765,1.5492094,-0.48914865,-0.44463098,0.71138716,-0.51243365,-0.6283988,0.3666138,-0.12165796,-0.45192033,-0.23982093,0.008856595,-0.09566952,0.2069813,0.07448,0.07122192,0.0858981,0.13955772,0.00086757727,-0.04369633,0.034763217
PASD:ava_images___737450,PASD,ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___737450.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___737450.png,train,0.71862525,-2.1451783,0.6965872,0.9732163,-0.17206548,-2.8536358,-0.017742278,0.32930925,-0.4054543,0.018042525,-0.95904136,-0.56788665,-0.94614184,-0.02082372,-0.65044385,-0.26840258,-0.38046297,0.22132087,-0.3474736,-0.55711925,-0.18172812,0.3581273,0.009339854,0.6486019,-0.025262266,0.3397949,-0.5518353,0.7536332,2.8327115,5.784991,-0.20003025,0.13436174,0.04152717,0.16816837,0.08923106,0.17758504,0.16798756,-0.18364269,-0.17062819,-0.075099364,-0.019008934,0.101635575,0.12447671,0.19286783,0.019924648,0.0052227005,-0.022880018,-0.06290594,0.050781533,-0.10980239,0.00992018,-0.10109517,-0.0134604275,0.017752342,-0.037415028,-0.013023108,0.020307045,0.05534911,0.08844188,0.046351984,-0.03722839,-0.04784037,0.0049336627,0.023612883,-0.08054346,-0.006298095,0.07129423,0.094860494,0.04653734,-0.024342114,-0.08424348,-0.09276108,-0.038708963,-0.04319594,0.011622995
PASD:ava_images___74410,PASD,ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___74410.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___74410.png,train,4.2211366,-1.3691663,-2.1721902,-6.241875,-6.6564736,1.992727,8.9691515,-6.0029716,2.0618923,1.3444616,0.6288929,1.8271935,-0.5347062,-0.8279088,1.1345897,1.2054894,0.41538495,-0.46357676,0.29342368,0.062129732,0.03906229,0.38950288,-0.6091604,0.106801525,0.25754523,-0.037437797,0.338552,-0.38904792,-0.11916226,0.1698063,0.3089332,0.09307182,-0.8343244,-0.25283837,0.5084798,0.12316695,-0.33746225,-0.07861397,-0.056625754,0.19625054,-0.016367987,-0.030098021,-0.24310628,2.050752,0.45388374,1.907493,0.8154141,1.2087173,-0.28687495,-0.1873258,-0.36475104,-0.53098273,-1.3339875,2.0403898,0.1887883,0.012054592,-0.28971598,0.36072803,0.124774545,-0.5033499,-0.16360924,0.1973404,-0.19358853,0.06452721,-0.052027762,0.03746791,-0.23118283,-0.14856577,-0.01395148,-0.12581924,0.033984512,-6.863475e-05,0.02709894,-0.02316039,-0.011972934
PASD:ava_images___751927,PASD,ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___751927.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___751927.png,train,0.9405706,-2.2879398,0.044424474,0.9980994,-0.94385403,-2.717781,0.21456912,-1.2869112,-0.927054,0.4788078,-0.95031774,-0.8392266,-1.5358784,0.12952068,-0.6763998,0.22142062,-0.53735,1.0029265,0.2514042,0.13369778,-0.037367105,0.033514738,0.21540153,-0.23880944,-1.309047,-0.02079761,1.0468259,6.0197062,-2.0268273,-0.41193867,-0.092815384,0.16207257,-0.23373118,0.16767955,0.050847724,0.023400784,-0.08934057,-0.13086829,0.07354905,0.006422639,0.018236578,0.0044317693,0.016505092,-0.017366216,-0.021162756,0.04010035,0.13686034,0.052832976,-0.003982082,-0.018613763,-0.055452675,0.085284546,-0.011208698,-0.16396686,-0.10047546,0.06670761,0.00382532,0.024448484,0.043195337,0.066511914,0.014754057,-0.009955302,0.030825958,-0.017271005,0.0019958615,0.120067894,-0.1624318,0.14807886,-0.09386596,-0.0810307,-0.052738726,0.05558019,0.1834102,-0.003366366,-0.044862926
PASD:ava_images___773899,PASD,ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___773899.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___773899.png,train,-2.306172,1.3100452,2.0400867,-4.532403,1.1965256,0.23440123,-1.7702978,-1.8153682,1.3778572,-3.291112,0.06339595,-0.94330466,0.26992184,3.7451339,-0.97141933,-1.4789957,3.47866,-1.887172,1.9512076,2.8681457,-1.0655711,-1.2255502,-1.3496783,-4.1034765,0.005913526,2.9405785,-0.9890111,0.49409574,-0.10667497,0.38183603,0.28788137,0.03433104,-0.6126398,-0.3252462,0.060081407,0.24165136,-1.4219073,-0.31914565,0.06944056,0.77177763,-2.6183887,-0.32374686,0.113809966,-0.0056072026,0.92163926,-0.027869184,-1.219982,0.5332198,0.95947737,0.20149484,-1.164016,0.11822163,0.7605701,0.09346314,-1.0901469,1.457555,-0.0054295473,0.47980595,0.13968924,-0.21601689,-0.3152031,0.2066504,0.29709905,0.033931423,-0.33722076,-0.15365031,0.086288735,0.014484227,-0.04944247,0.07074319,-0.015010834,-0.030714042,-0.077979416,-0.20106868,0.03503391
PASD:ava_images___827653,PASD,ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___827653.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___827653.png,test,-1.5512077,2.4669313,1.0361129,-1.7098,0.6548325,1.2172382,-0.14742431,-0.5207497,1.2395034,-0.34306931,-1.058372,0.86493427,-0.4674916,-1.6585155,-0.3150977,0.021774188,-2.10776,0.8909535,-2.259686,-0.5633586,-0.48293853,0.86548173,-0.93794537,0.116962,0.29062748,-2.004045,-0.2302317,-0.1122064,-0.3557834,-0.698165,-0.14222698,0.34217837,-0.33792192,0.21063018,0.2339663,-0.5722099,-0.09564361,-0.77000475,-0.70562536,0.65578574,-0.41046,-0.09690407,-0.1784094,1.0188781,-0.92483,1.0783011,0.49733126,0.75173384,0.3582968,0.66844416,-0.5030121,-0.8106405,0.2614746,-0.676858,-0.29975843,0.025801271,-0.114300236,-0.20389298,-0.35531133,0.4616999,-0.2343233,-0.10295622,-0.73142904,0.01837464,0.027136356,-0.7884629,1.0611477,0.24447578,0.63147944,-0.07568057,-0.34880793,-0.07282932,0.06645017,0.16266324,-0.3044333
PASD:ava_images___842206,PASD,ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___842206.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___842206.png,test,-1.6670359,-1.5616494,-1.72838,2.5384455,0.649797,1.3168647,0.3482177,-0.42660385,-0.7570348,-0.75234085,0.6358055,0.67782015,-0.40833688,-0.029930796,1.9064046,0.4189618,0.17396653,0.24585983,-1.888897,1.28823,0.52042985,-0.75622743,1.0263807,-0.12121028,0.0008034706,0.5661997,-0.1936414,0.52770686,0.27889037,0.7327777,-0.105888054,-0.43848625,-0.2592321,0.2903303,0.17979382,-0.50501114,0.6052532,0.15998788,-0.077987194,-0.84018534,0.23831007,-0.5494478,0.050568387,-0.5329796,0.6986455,-0.51226234,0.34748003,-0.5808458,0.83413786,0.2561505,0.042163506,0.12135512,0.3414793,1.0196724,0.6368836,-0.6753453,0.41981438,0.8765801,0.90304446,-0.19560918,0.12512654,1.4484239,0.4357977,-0.25892892,-0.46913722,-0.65247464,0.5678835,-0.17504069,-1.917392,-0.18082398,0.47403643,-0.34925854,-0.4643027,0.20454939,-0.28561008
PASD:ava_images___846773,PASD,ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___846773.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___846773.png,train,-1.0420862,-5.3773365,-3.837366,2.587075,7.1781206,5.6650467,1.830332,-0.95141494,0.49388093,-0.47122487,1.3456115,2.676625,-1.1944354,1.3443887,2.4434686,0.6458601,1.6751672,0.24745077,-2.6446073,3.3995764,-0.01083684,-1.542726,1.9259261,1.1562515,-0.63087976,0.04539472,-1.5138679,0.7597486,0.15657806,0.16577566,0.04007964,0.0040107965,0.12532055,-0.1811519,-0.20444153,0.086777836,-0.020384371,0.04189993,-0.0063564926,0.104057655,0.068620145,0.32353044,-0.108859695,0.12642606,-0.42927283,0.17058983,0.0046056807,0.29410487,-0.23267114,-0.14048654,0.033576816,0.043837935,-0.24104173,-0.00033312663,-0.46265015,0.47255394,-0.31159073,-0.7918577,-0.7580457,0.13013874,0.014984369,-0.18368055,0.10144179,-0.21982805,0.074742645,0.25150618,-0.08461649,0.06892222,-0.1734392,0.15019535,-0.045152187,-0.0002199933,-0.20450999,-0.015228197,-0.14980797
PASD:ava_images___857447,PASD,ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/sr/PASD/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/hr/ava_images___857447.png,/home/29o_rya@lab.graphicon.ru/QualiSR-Lab/dataset/lr/ava_images___857447.png,train,-2.2322445,-4.0191097,-2.554169,2.765886,1.9399525,6.06608,-1.5926847,-4.763403,-4.221593,0.9282755,-0.2205067,-1.7552257,0.1071617,0.4832389,-0.6494555,-2.967143,-1.141257,-0.20596316,4.508628,-3.10525,0.3426912,0.57296693,-1.6902797,0.065180294,-0.4567683,-1.0723932,0.35415047,-0.7922115,-0.15512222,-0.01986152,-0.2355534,-0.24300808,-0.23935506,0.011273384,0.16757981,-0.29858702,-0.047714278,-0.2429603,0.14122313,-0.20007554,-0.028848886,-0.57576865,-0.24010572,0.30371463,0.32356673,0.3129605,-0.54755974,-0.39643556,0.91144603,-0.43125516,0.85160667,-0.6258227,-0.47504586,-0.7406191,-0.343515,-0.048009515,0.1599319,0.16873312,0.3013803,-0.026987746,-0.14031032,0.057937935,-0.26289344,0.1273108,0.001795888,-0.14840871,-2.0380576,1.1190741,-0.6134701,-0.29985243,-0.2823431,0.5178257,-0.24768429,0.064529546,-0.21854123
